ticker,company,sector,employees,year,revenue,net_income,gross_profit,capex,operating_cf,net_margin,capex_to_revenue
SU.TO,Suncor Energy Inc.,Energy,15424.0,2023,52206000000.0,8295000000.0,21924000000.0,-5936000000.0,12344000000.0,0.1588897827835881,0.11370340573880397
SU.TO,Suncor Energy Inc.,Energy,15424.0,2024,54881000000.0,6016000000.0,22376000000.0,-6483000000.0,15960000000.0,0.10961899382299885,0.11812831398844774
SU.TO,Suncor Energy Inc.,Energy,15424.0,2025,52377000000.0,5918000000.0,21674000000.0,-5856000000.0,12781000000.0,0.11298852549783302,0.11180479981671344
TD.TO,The Toronto-Dominion Bank,Financial Services,104841.0,2022,45762000000.0,17429000000.0,,-1454000000.0,38949000000.0,0.3808618504435995,0.031773086840610115
TD.TO,The Toronto-Dominion Bank,Financial Services,104841.0,2023,51524000000.0,10634000000.0,,-1844000000.0,-65302000000.0,0.20638925549258597,0.035789146805372256
TD.TO,The Toronto-Dominion Bank,Financial Services,104841.0,2024,56256000000.0,8842000000.0,,-2177000000.0,54937000000.0,0.15717434584755405,0.038698094425483505
TD.TO,The Toronto-Dominion Bank,Financial Services,104841.0,2025,61281000000.0,20538000000.0,,-2145000000.0,-69646000000.0,0.3351446614774563,0.03500269251480883
TIH.TO,Toromont Industries Ltd.,Industrials,7900.0,2022,4115347000.0,454198000.0,1118516000.0,-68552000.0,216953000.0,0.11036687793277214,0.016657647581115275
TIH.TO,Toromont Industries Ltd.,Industrials,7900.0,2023,4622301000.0,534712000.0,1244889000.0,-114471000.0,355794000.0,0.1156809130344389,0.024764938501408713
TIH.TO,Toromont Industries Ltd.,Industrials,7900.0,2024,5021163000.0,506516000.0,1262632000.0,-136516000.0,359227000.0,0.10087623126355388,0.027188123548269594
TIH.TO,Toromont Industries Ltd.,Industrials,7900.0,2025,5202837000.0,496586000.0,1322203000.0,-228164000.0,742122000.0,0.09544523497468785,0.043853766704588286
TRP.TO,TC Energy Corporation,Energy,6574.0,2022,12309000000.0,748000000.0,5797000000.0,-6727000000.0,6375000000.0,0.06076854334226988,0.5465106832399058
TRP.TO,TC Energy Corporation,Energy,6574.0,2023,13267000000.0,2922000000.0,6668000000.0,-8149000000.0,7268000000.0,0.2202457224692847,0.6142307982211502
TRP.TO,TC Energy Corporation,Energy,6574.0,2024,13771000000.0,4698000000.0,6606000000.0,-6358000000.0,7696000000.0,0.3411516955921865,0.4616948660228015
TRP.TO,TC Energy Corporation,Energy,6574.0,2025,15239000000.0,3519000000.0,7643000000.0,-5286000000.0,7346000000.0,0.2309206640855699,0.3468731544064571
WCN.TO,"Waste Connections, Inc.",Industrials,24214.0,2022,7211859000.0,835662000.0,2875847000.0,-912677000.0,2022492000.0,0.11587331366295431,0.12655225233882136
WCN.TO,"Waste Connections, Inc.",Industrials,24214.0,2023,8021951000.0,762800000.0,3277438000.0,-934000000.0,2126817000.0,0.09508908743022738,0.11643052918174145
WCN.TO,"Waste Connections, Inc.",Industrials,24214.0,2024,8919591000.0,617573000.0,3727885000.0,-1055988000.0,2228927000.0,0.06923781594918421,0.11838973334091216
WCN.TO,"Waste Connections, Inc.",Industrials,24214.0,2025,9466915000.0,1076557000.0,4011533000.0,-1194366000.0,2414069000.0,0.11371782676827667,0.12616211300090896
WSP.TO,WSP Global Inc.,Industrials,74400.0,2022,11932900000.0,431800000.0,8957200000.0,-166500000.0,814800000.0,0.03618567154673214,0.013953020640414317
WSP.TO,WSP Global Inc.,Industrials,74400.0,2023,14437200000.0,550000000.0,10897000000.0,-180400000.0,986300000.0,0.03809602970105006,0.012495497741944422
WSP.TO,WSP Global Inc.,Industrials,74400.0,2024,16166800000.0,681400000.0,12172200000.0,-163800000.0,1381900000.0,0.0421481059950021,0.01013187520102927
WSP.TO,WSP Global Inc.,Industrials,74400.0,2025,18285000000.0,964300000.0,13959100000.0,-152900000.0,2246000000.0,0.05273721629751162,0.00836204539239814
